Accession,Organismo,Gen,Producto,Proteína
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,tsr,methyl-accepting chemotaxis protein,XLY53223.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,opgB,phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,XLY53224.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF2501 domain-containing protein,XLY53225.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dnaC,DNA replication protein DnaC,XLY53226.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dnaT,primosomal protein DnaT,XLY53227.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,threonine/serine exporter,XLY53228.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,threonine/serine exporter ThrE family protein,XLY54736.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,LuxR C-terminal-related transcriptional regulator,XLY53229.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,bglJ,DNA-binding transcriptional activator BglJ,XLY53230.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YbaK/EbsC family protein,XLY53231.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,fhuF,siderophore-iron reductase FhuF,XLY53232.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,GGDEF domain-containing protein,XLY53233.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1435 domain-containing protein,XLY53234.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC,XLY53235.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DNA polymerase III subunit psi,XLY53236.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rimI,ribosomal protein S18-alanine N-acetyltransferase,XLY53237.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjjG,pyrimidine 5'-nucleotidase,XLY54737.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,prfC,peptide chain release factor 3,XLY53238.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,osmY,molecular chaperone OsmY,XLY53239.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1328 domain-containing protein,XLY53240.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,patatin family protein,XLY54738.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,metal-dependent hydrolase,XLY53241.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjjW family glycine radical enzyme activase,XLY53242.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjjI family glycine radical enzyme,XLY53243.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,deoC,deoxyribose-phosphate aldolase,XLY53244.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,deoA,thymidine phosphorylase,XLY53245.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,deoB,phosphopentomutase,XLY53246.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,deoD,purine-nucleoside phosphorylase,XLY53247.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,outer membrane protein,XLY53248.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial biogenesis outer membrane usher protein,XLY53249.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,stjC,fimbrial biogenesis chaperone StjC,XLY53250.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1120 domain-containing protein,XLY53251.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1120 domain-containing protein,XLY53252.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,lplA,lipoate--protein ligase LplA,XLY53253.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YtjB family periplasmic protein,XLY53254.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,serB,phosphoserine phosphatase,XLY53255.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,radA,DNA repair protein RadA,XLY53256.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nadR,multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR,XLY53257.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ettA,energy-dependent translational throttle protein EttA,XLY53258.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,sltY,murein transglycosylase,XLY54739.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,trpR,trp operon repressor,XLY53259.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjjX,inosine/xanthosine triphosphatase,XLY53260.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,gpmB,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB",XLY53261.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,robA,MDR efflux pump AcrAB transcriptional activator RobA,XLY53262.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,creA,protein CreA,XLY53263.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,creB,two-component system response regulator CreB,XLY53264.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,creC,two-component system sensor histidine kinase CreC,XLY53265.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,creD,cell envelope integrity protein CreD,XLY53266.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,sthE,fimbrial major subunit SthE,XLY53267.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein,XLY53268.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial outer membrane usher protein,XLY53269.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,sthA,fimbrial biogenesis chaperone SthA,XLY53270.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein,XLY53271.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix domain-containing protein,XLY53272.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53273.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,arcA,two-component system response regulator ArcA,XLY53274.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjjY,protein YjjY,XLY53275.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,tRNA/rRNA methyltransferase,XLY53276.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,thrL,thr operon leader peptide,XLY54740.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,thrA,bifunctional aspartate kinase/homoserine dehydrogenase I,XLY53277.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,thrB,homoserine kinase,XLY53278.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,thrC,threonine synthase,XLY53279.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yaaA,peroxide stress protein YaaA,XLY53280.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,alanine/glycine:cation symporter family protein,XLY53281.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,tal,transaldolase,XLY53282.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mog,molybdopterin adenylyltransferase,XLY53283.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,satP,acetate uptake transporter,XLY53284.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,msyB,acidic protein MsyB,XLY53285.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF2541 family protein,XLY53286.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dnaK,molecular chaperone DnaK,XLY53287.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dnaJ,molecular chaperone DnaJ,XLY53288.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,LysR family transcriptional regulator,XLY53289.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,phage holin family protein,XLY53290.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glycoside hydrolase family 108 protein,XLY53291.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,transcriptional regulator,XLY53292.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glycosyl hydrolase family 18 protein,XLY53293.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,chitinase,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix domain-containing protein,XLY53294.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein BcfA,XLY53295.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,bcfB,fimbrial biogenesis chaperone BcfB,XLY53296.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,bcfC,fimbrial usher BcfC,XLY53297.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein BcfD,XLY53298.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein BcfE,XLY53299.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein BcfF,XLY53300.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,bcfG,fimbrial chaperone BcfG,XLY53301.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DsbA family protein,XLY53302.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53303.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,transcriptional regulator,XLY53304.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,LysR family transcriptional regulator,XLY53305.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,transcriptional regulator,XLY53306.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,aryl-sulfate sulfotransferase,XLY53307.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,bifunctional metallophosphatase/5'-nucleotidase,XLY53308.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,outer membrane protein OmpK,XLY53309.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,sulfatase,XLY53310.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,anaerobic sulfatase maturase,XLY53311.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,cytoplasmic protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,aryl-sulfate sulfotransferase,XLY53312.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nhaA,Na+/H+ antiporter NhaA,XLY53313.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nhaR,transcriptional activator NhaR,XLY53314.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,TIM-barrel domain-containing protein,XLY53315.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53316.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rpsT,30S ribosomal protein S20,XLY53317.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YaaY family protein,XLY53318.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ribF,bifunctional riboflavin kinase/FAD synthetase,XLY53319.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ileS,isoleucine--tRNA ligase,XLY53320.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,lspA,signal peptidase II,XLY53321.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,fkpB,FKBP-type peptidyl-prolyl cis-trans isomerase,XLY53322.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,XLY53323.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,XAC2610-related protein,XLY53324.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rihC,ribonucleoside hydrolase RihC,XLY53325.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,response regulator,XLY53326.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,ATP-binding protein,XLY54741.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,oxalacetate decarboxylase subunit beta,XLY53327.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,XLY53328.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,oxaloacetate decarboxylase subunit gamma,XLY53329.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citS,citrate/sodium symporter CitS,XLY53330.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citC,[citrate (pro-3S)-lyase] ligase,XLY53331.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citD,citrate lyase acyl carrier protein,XLY53332.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citE,citrate (pro-3S)-lyase subunit beta,XLY53333.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citF,citrate lyase subunit alpha,XLY53334.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citX,citrate lyase holo-[acyl-carrier protein] synthase,XLY53335.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,citG,triphosphoribosyl-dephospho-CoA synthase CitG,XLY53336.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dapB,4-hydroxy-tetrahydrodipicolinate reductase,XLY53337.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,XLY53338.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,carB,carbamoyl-phosphate synthase large subunit,XLY53339.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiF,carnitine metabolism transcriptional regulator CaiF,XLY53340.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiE,carnitine operon protein CaiE,XLY53341.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiD,crotonobetainyl-CoA hydratase,XLY53342.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiC,crotonobetaine/carnitine-CoA ligase,XLY53343.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiB,L-carnitine CoA-transferase,XLY54742.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiA,crotonobetainyl-CoA dehydrogenase,XLY53344.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,caiT,L-carnitine/gamma-butyrobetaine antiporter,XLY53345.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,electron transfer flavoprotein FixA,XLY53346.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,electron transfer flavoprotein subunit alpha/FixB family protein,XLY53347.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,FAD-dependent oxidoreductase,XLY53348.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,fixX,ferredoxin-like protein FixX,XLY53349.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53350.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YgdI/YgdR family lipoprotein,XLY53351.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glutathione-regulated potassium-efflux system ancillary protein KefF,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY54743.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,srfN,DUF1471 family virulence protein SrfN,XLY53352.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,sulfatase-like hydrolase/transferase,XLY53353.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,kefF,glutathione-regulated potassium-efflux system oxidoreductase KefF,XLY53354.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,kefC,glutathione-regulated potassium-efflux system protein KefC,XLY53355.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,folA,type 3 dihydrofolate reductase,XLY53356.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,apaH,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,XLY53357.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,apaG,Co2+/Mg2+ efflux protein ApaG,XLY53358.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,XLY53359.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,XLY53360.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,surA,peptidylprolyl isomerase SurA,XLY53361.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,lptD,LPS assembly protein LptD,XLY53362.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,djlA,co-chaperone DjlA,XLY53363.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rluA,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,XLY53364.1
