Archivo_aln,Accession,Organismo,Gen,Producto,Proteína
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplD,50S ribosomal protein L4,XRA03290.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplW,50S ribosomal protein L23,XRA03291.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplB,50S ribosomal protein L2,XRA03292.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsS,30S ribosomal protein S19,XRA03293.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplV,50S ribosomal protein L22,XRA03294.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsC,30S ribosomal protein S3,XRA03295.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplP,50S ribosomal protein L16,XRA03296.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpmC,50S ribosomal protein L29,XRA03297.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsQ,30S ribosomal protein S17,XRA03298.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplN,50S ribosomal protein L14,XRA03299.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplX,50S ribosomal protein L24,XRA03300.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplE,50S ribosomal protein L5,XRA03301.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsN,30S ribosomal protein S14,XRA03302.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsH,30S ribosomal protein S8,XRA03303.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplF,50S ribosomal protein L6,XRA03304.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplR,50S ribosomal protein L18,XRA03305.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsE,30S ribosomal protein S5,XRA03306.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpmD,50S ribosomal protein L30,XRA03307.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplO,50S ribosomal protein L15,XRA03308.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,secY,preprotein translocase subunit SecY,XRA03309.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpmJ,50S ribosomal protein L36,XRA03310.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsM,30S ribosomal protein S13,XRA03311.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsK,30S ribosomal protein S11,XRA03312.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsD,30S ribosomal protein S4,XRA03313.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DNA-directed RNA polymerase subunit alpha,XRA03314.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplQ,50S ribosomal protein L17,XRA03315.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF1992 domain-containing protein,XRA03316.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,zntR,Zn(2+)-responsive transcriptional regulator,XRA03317.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,arfA,alternative ribosome-rescue factor ArfA,ND
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mscL,large-conductance mechanosensitive channel protein MscL,XRA03318.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,trkA,Trk system potassium transporter TrkA,XRA03319.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rsmB,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,XRA03320.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fmt,methionyl-tRNA formyltransferase,XRA03321.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,def,peptide deformylase,XRA03322.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dprA,DNA-protecting protein DprA,XRA03323.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,smg,DUF494 family protein Smg,XRA03324.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,topoisomerase DNA-binding C4 zinc finger domain-containing protein,XRA03325.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tsaC,L-threonylcarbamoyladenylate synthase type 1 TsaC,XRA03326.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aroE,shikimate dehydrogenase,XRA05129.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF1488 domain-containing protein,XRA03327.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,gamma carbonic anhydrase family protein,XRA03328.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03329.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03330.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,efflux RND transporter permease subunit,XRA03331.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,efflux RND transporter periplasmic adaptor subunit,XRA03332.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,envR,acrEF/envCD operon transcriptional regulator,XRA03333.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,putative bifunctional diguanylate cyclase/phosphodiesterase,XRA03334.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF2556 family protein,XRA03335.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhdJ,adenine-specific DNA-methyltransferase,XRA03336.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fis,DNA-binding transcriptional regulator Fis,XRA03337.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dusB,tRNA dihydrouridine synthase DusB,XRA03338.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,prmA,50S ribosomal protein L11 methyltransferase,XRA03339.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,panF,sodium/pantothenate symporter,XRA03340.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YhdT family protein,XRA03341.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,accC,acetyl-CoA carboxylase biotin carboxylase subunit,XRA03342.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein,XRA03343.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,XRA03344.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,XRA03345.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MDR family oxidoreductase,XRA03346.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,csrD,RNase E specificity factor CsrD,XRA03347.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mreB,rod shape-determining protein MreB,XRA03348.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mreC,rod shape-determining protein MreC,XRA03349.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mreD,rod shape-determining protein MreD,XRA05130.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Maf family protein,XRA03350.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rng,ribonuclease G,XRA03351.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhdP,AsmA2 domain-containing protein YhdP,XRA03352.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tldD,metalloprotease TldD,XRA03353.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aaeR,HTH-type transcriptional activator AaeR,XRA03354.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aaeX,p-hydroxybenzoic acid efflux pump operon protein AaeX,XRA03355.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aaeA,p-hydroxybenzoic acid efflux pump subunit AaeA,XRA03356.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aaeB,p-hydroxybenzoic acid efflux pump subunit AaeB,XRA03357.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03358.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhcN-B,DUF1471 family stress response protein YhcN-B,XRA03359.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhcN,peroxide/acid stress response protein YhcN,XRA03360.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,argR,transcriptional regulator ArgR,XRA03361.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mdh,malate dehydrogenase,XRA03362.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,GntR family transcriptional regulator,XRA03363.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,GntR family transcriptional regulator,XRA03364.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,SLC13 family permease,XRA03365.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ttdA,L(+)-tartrate dehydratase subunit alpha,XRA03366.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ttdB,L(+)-tartrate dehydratase subunit beta,XRA03367.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,oxaloacetate decarboxylase subunit gamma,XRA03368.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,XRA03369.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,oxalacetate decarboxylase subunit beta,XRA03370.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,triphosphoribosyl-dephospho-CoA synthase,XRA03371.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,degS,outer membrane-stress sensor serine endopeptidase DegS,XRA03372.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,degQ,serine endoprotease DegQ,XRA03373.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,zapG,Z-ring associated protein ZapG,XRA03374.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,zapE,cell division protein ZapE,XRA03375.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplM,50S ribosomal protein L13,XRA03376.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsI,30S ribosomal protein S9,XRA03377.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF695 domain-containing protein,XRA05131.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,sspA,stringent starvation protein SspA,XRA03378.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,sspB,ClpXP protease specificity-enhancing factor,XRA03379.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nanR,transcriptional regulator NanR,XRA03380.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nanA,N-acetylneuraminate lyase,XRA03381.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nanT,sialic acid transporter NanT,XRA03382.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,N-acetylmannosamine-6-phosphate 2-epimerase,XRA03383.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nanK,N-acetylmannosamine kinase,XRA03384.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nanQ,N-acetylneuraminate anomerase,XRA03385.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,cytosine deaminase,XRA03386.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,codB,cytosine permease,XRA03387.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YhcG family protein,XRA03388.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gltD,glutamate synthase subunit GltD,XRA03389.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gltB,glutamate synthase large subunit,XRA03390.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,TIGR01212 family radical SAM protein,XRA03391.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,arcB,aerobic respiration two-component sensor histidine kinase ArcB,XRA03392.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,elbB,isoprenoid biosynthesis glyoxalase ElbB,XRA03393.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,XRA03394.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yrbL,PhoP regulatory network protein YrbL,XRA03395.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,npr,PTS phosphocarrier protein NPr,XRA03396.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rapZ,RNase adapter RapZ,XRA03397.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ptsN,PTS IIA-like nitrogen regulatory protein PtsN,XRA03398.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hpf,ribosome hibernation promoting factor,XRA03399.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpoN,RNA polymerase factor sigma-54,XRA03400.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,lptB,LPS export ABC transporter ATP-binding protein,XRA03401.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,lptA,lipopolysaccharide ABC transporter substrate-binding protein LptA,XRA03402.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,lptC,LPS export ABC transporter periplasmic protein LptC,XRA03403.1
